,path,pos_x,pos_y,col,id
0,./train_tier_1/catalog.json,0,45056,acc,665946
1,./train_tier_1/catalog.json,0,46080,acc,665946
2,./train_tier_1/catalog.json,1024,44032,acc,665946
3,./train_tier_1/catalog.json,1024,45056,acc,665946
4,./train_tier_1/catalog.json,1024,46080,acc,665946
5,./train_tier_1/catalog.json,1024,47104,acc,665946
6,./train_tier_1/catalog.json,1024,48128,acc,665946
7,./train_tier_1/catalog.json,2048,43008,acc,665946
8,./train_tier_1/catalog.json,2048,44032,acc,665946
9,./train_tier_1/catalog.json,2048,45056,acc,665946
10,./train_tier_1/catalog.json,2048,46080,acc,665946
11,./train_tier_1/catalog.json,2048,47104,acc,665946
12,./train_tier_1/catalog.json,2048,48128,acc,665946
13,./train_tier_1/catalog.json,2048,49152,acc,665946
14,./train_tier_1/catalog.json,3072,43008,acc,665946
15,./train_tier_1/catalog.json,3072,44032,acc,665946
16,./train_tier_1/catalog.json,3072,45056,acc,665946
17,./train_tier_1/catalog.json,3072,46080,acc,665946
18,./train_tier_1/catalog.json,3072,47104,acc,665946
19,./train_tier_1/catalog.json,3072,48128,acc,665946
20,./train_tier_1/catalog.json,3072,49152,acc,665946
21,./train_tier_1/catalog.json,3072,50176,acc,665946
22,./train_tier_1/catalog.json,3072,51200,acc,665946
23,./train_tier_1/catalog.json,4096,41984,acc,665946
24,./train_tier_1/catalog.json,4096,43008,acc,665946
25,./train_tier_1/catalog.json,4096,44032,acc,665946
26,./train_tier_1/catalog.json,4096,45056,acc,665946
27,./train_tier_1/catalog.json,4096,46080,acc,665946
28,./train_tier_1/catalog.json,4096,47104,acc,665946
29,./train_tier_1/catalog.json,4096,48128,acc,665946
30,./train_tier_1/catalog.json,4096,49152,acc,665946
31,./train_tier_1/catalog.json,4096,50176,acc,665946
32,./train_tier_1/catalog.json,4096,51200,acc,665946
33,./train_tier_1/catalog.json,4096,52224,acc,665946
34,./train_tier_1/catalog.json,5120,40960,acc,665946
35,./train_tier_1/catalog.json,5120,41984,acc,665946
36,./train_tier_1/catalog.json,5120,43008,acc,665946
